tweet_id,hashtags
nov -2020,";másamorymenoshate;
;ecuarauz;segundavueltaec;vacunadosgold;vacunagateec"
mar -2021,";jaimenebotsaadi

;lassoesmoreno"
ene -2021,;andresnomientasotravez
dic -2019,;meduelesecuador
jul -2021,;lassoesunfracasso;lassoesunfracasso
may -2020,;diacontralaviolenciadegenero
jul -2020,";mashienseñaelreportedevalencia

;lassonuncaserapresidente"
abr -2020,";encontremonosendemocracia;constituciondevida;constituciondevida;encontremonosendemocracia;noalabortoderecho;;;encontremonosendemocracia
;constituciondelavida;encontremonosendemocracia;constituciondevida;constituciondevida;encontremonosendemocracia;noalabortoderecho;;;encontremonosendemocracia
;constituciondelavida"
ago -2020,;corruptos;;;ecuarauz
oct -2019,;arauzescorrea;arauzesdivisión;arauzesodio;cuandoelodioestabademoda
mar -2021,;vacunadosgold
ene -2020,;andresnomientaotravez
mar -2020,;medicinas;atención;salud;medicinas;atención;salud
jul -2021,;lassoladronasso;ecuarauz;;;isspol
ago -2021,;omicron;omicron
jun -2020,;elecciones2021ec;;;edverar
oct -2019,;yakupresidente;yakupower;yaku
ene -2020,;vacunadosgold;lassoesmoreno
feb -2021,;odiarte;rankingradiodisney;rankingrd;odiarte;rankingradiodisney;rankingrd;snydercut;;;yamato20212021
ene -2021,;borregodatecuenta
feb -2020,;vacunadosgold;lassoesmoreno
oct -2020,;andresnomientasotravez
dic -2020,;arauzescorrea;;;ricardoaa;ec
feb -2021,;venceremos;;;martinguillenp
feb -2021,";lassoesmoreno;vacunadosgold
;vacunagateec"
jun -2020,";llorocomochespivilla
;llorocomochespivilla"
feb -2021,";contigocontodosahora;andrespresidente
;ecuarauz"
jul -2020,;nulo;;;soloelpueblosalvaalpueblo;esleyec;;;soloelpueblosalvaalpueblo;esleyec
nov -2020,"
;andresarauz"
mar -2021,";untrasplanteparatamia
;ecuador;rt
;guayaquil;ayudasolidaria
;arturo;precilla
;retweeet"
jul -2020,";energíapositivaeeq
;sectoresquetrabajanporti;odiarte;rankingradiodisney;rankingrd;contigocontodosahora
;elbinomiodelaesperanza"
nov -2020,;lapazeselcaminodaniel2021;lapazeselcaminodaniel2021
mar -2021,";elecciones2021

;ods10;;investoriaec;ods;odsecuador"
feb -2021,;lassopresidente2021
ene -2021,;vacunadosgold;lassoesmoreno;vacunadosgold;lassoesmoreno
abr -2021,;encontremonosparalograrlo;;
ene -2020,;paquetazo
ene -2020,es;;;elecciones2021;;lassoesmoreno;vacunadosgold;granpactonacional
abr -2021,;muertecruzada
feb -2020,;borregostontos;;;ecuarauz
ene -2021,;lasso
jun -2020,;lassopresidente2021
may -2020,;españa
mar -2021,;odiarte;rankingradiodisney;rankingrd;odiarte;rankingradiodisney;rankingrd
nov -2020,;yaculasso
mar -2021,;vacunadosgold;lassoesmoreno
ago -2020,";felizdiadelamujer
;8mar
;diainternacionaldelamujer
venezolanas
;cuarentenaradicalreforzada
;internationalwomensday
;soscolombiaddhh
;bolcheviques
;haddadlula2022;forabolsonarogenocida;chileendictadura;cubaessolidaridad;parenelgenocidioencolombia;freepalestine🇻🇪🇨🇺🇳🇮🇧🇴🇦🇷🇧🇷🇨🇴"
may -2020,;powell
mar -2020,;lassomiente
ene -2020,;guillermolasso
nov -2019,;covid19
oct -2020,";alivioahora
;alivioahora
;contigocontodosahora🇪🇨"
may -2021,;yosoydelteamjp
ene -2021,;vacunadosgold;lassoesmoreno
sept -2020,;ecuador;estamosenlamierda
dic -2020,"mucho
;votatodo4"
dic -2020,"demagógicas
;lassojamasserapresidente"
ene -2021,;efectolasso
abr -2021,;cacesinjusto;cacesinjusto
sept -2020,;gilaso;gilaso;gilaso
mar -2021,;iess;iess
abr -2021,"

;efectolasso"
nov -2020,"4
;votatodo4"
ene -2021,;vacunadosgold;lassoesmoreno;;;metalnacho87
ene -2021,;peorgobiernodelahistoria
ago -2020,;arauzymorenosoncorrea
dic -2020,;elpeorgobiernodelahistoria
nov -2020,;eln
dic -2019,;omicron;españa;canadá;eeuu
abr -2020,;andresestamoscontigo;digonomás;digonomás;;;wilfridolaz;digonomás;digonomás;;;mashirafael;digonomás;;;nelsonesteban76;digonmás;digonomás
mar -2021,;cotopaxi;tungurahua;chimborazo;bolívar;lassoodiaalosindígenas;cotopaxi;tungurahua;chimborazo;bolívar;lassoodiaalosindígenas
mar -2021,";snydercut;;lassopresidente
;lassopresidente2021
;lassopresidente2021
;lassopresidente2021
;lassopresidente2021;;;libreriaabrente"
abr -2020,;paolapabón;gabrielaribadeneira
feb -2021,;lelo;lelo
jul -2021,;gilasso
mar -2020,"
;fuerazaldumbide"
jul -2020,;andresnomientasotravez
abr -2020,;todosconlasso
nov -2020,";nocorporativismo
como"
jun -2020,;lassonuncaserapresidente;lassoesprivatización;lassoespobreza;;;lassoesmoreno;lassonuncaserapresidente
ago -2020,;coenacional
nov -2019,;creo
mar -2021,;lassomiente;vacunavip;lassoesmoreno
mar -2021,;lasso;criminales;venezuela;alacranes;chavismo;podersi;oposición;cronograma
jul -2021,;lasso;correa;;;carlosa51857912
abr -2021,;pandorapaper;;;faustojarrint;lassorenuncia;lassoevassor
mar -2021,;ladrones
oct -2019,;andresnomientasotravez
oct -2019,;leloestásperdido
oct -2020,";jacobito;primermillón;leloantes

;falsocrowdfunding"
ene -2021,;noalasrestricciones;norestricciones;;;joe59106271
abr -2021,;icetaescucha
ene -2021,;justiciadivina
jun -2020,";xavierensegundavuelta;;;mabesita;2107;xavierensegundavuelta
;ecuadorconxavier;;;cmdcalle;mivotoresponsable;xavierensegundavuelta;;;yolandavizuete;mivotoresponsable;xavierensegundavuelta;;;mivotoresponsable;xavierensegundavuelta;;;atrévete;xavierensegundavuelta
;ecuadorconxavier;;;xavierensegundavuelta;ecuadorconxavier;xavierensegundavuelta;ecuadorconxavier"
dic -2020,"🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🚩😈
;yakusegundavuelta
;transparencialuz
;fraude;;fraudulento
;fraudeescorrupción;;porque
;fraudeescorrupción"
may -2020,;fueracorreafuera
mar -2020,;todossomosamberly
abr -2020,;vacunadosgold
ene -2021,;manabi;correa;manabi
nov -2019,;vacunadosgold
oct -2020,";robo

;demagogoeconomía

;lassonuncaserapresidente;;;contigocontodosahora;elbinomiodelaesperanza"
mar -2021,";odiarte;rankingradiodisney;rankingrd;;;mundopatycantu;odiarte;rankingradiodisney;rankingrd;odiarte;rankingradiodisney;rankingrd;;solovuelta
;andresvotoportiotravez;;;jpjaramillo25"
ago -2020,;vacunasvip;vacunagateec;vacunadosgold
mar -2021,;vacunasvip;vacunagateec;vacunadosgold
oct -2019,;elecciones2021;debate2021;;;carolinaeh
jul -2020,"¿;cuándotevas;;;fiscal;
¿;cuándotevas;"
mar -2021,";lassomiente
;pactassobanquero"
ene -2021,;tbtwscomskol
mar -2021,;labancaoelpais
mar -2020,;muestraladenuncia
ene -2021,;tierradenadie2
feb -2021,;vacunagateec;lassoesmoreno;vacunadosgold
jun -2021,"media
;lassoevasor"
abr -2020,;hervas
feb -2021,;meditatuvoto
dic -2020,;latinking
feb -2021,;transplanteparatamia
dic -2020,;lassoesmoreno;lassonuncaserapresidente;lassoeselqueempujalasilla;;;fabriciovelav
ene -2021,;yakupresidente
abr -2020,;lassoesmoreno;elecuadordelencuentro
feb -2021,;arauzymorenosoncorrea
abr -2020,;esurgentecorte;abortoporviolacion;;;henrryjimenez;esurgentecorte;abortoporviolacion;;;henrryjimenez
dic -2020,"canel
;nohagaselriduculo;canelseratuenemigo;;canel
;canelpeorquemaduro"
mar -2021,;lassopresidente2021
mar -2021,"

;vacunadosgold;elecciones2021ecuador"
jul -2020,;leloestasperdido;;
mar -2021,;feliciataciones
ene -2021,;basta
oct -2020,";presenta;cuales;seran;sus;ministros;;;jpjaramillo25;manabi;carloscalderon;manabita;falsocrowdfinding

;cnegobec"
mar -2021,"vacunado
;eldebuenacunasevacuna;vacunadosgold;ellassoquelosune"
abr -2020,;pactassobanquero;lassoesmoreno;lassomiente
may -2020,;felizaniversariolasso
abr -2021,;arauzrabascall;arauzpresidente2021
may -2020,;ecuador
ene -2021,"
;yakupresidente2024"
mar -2021,;votoinformado
jul -2020,"lasso;;;lassoesmoreno

prueba"
jun -2020,"
;lelo;;;johntown;
;lelo;;;rafaellam95;ecuador"
mar -2021,;jipijapa;manabi
feb -2021,";vacunadosgold

ni"
mar -2020,"
;arauzescorrea;arauzesdivisión;arauzesodio
;arauzesdiscriminación;;;m;b;lasso;lassopresidente2021;youknowwho;arauzesdiscriminación;arauzescorrea;arauzesdivisión;arauzesodio;cuandoelodioestabademoda"
mar -2021,;cotopaxi;tungurahua;chimborazo;bolívar;lassoodiaalosindígenas;cotopaxi;tungurahua;chimborazo;bolívar;lassoodiaalosindígenas
ene -2021,;yakupresidente;;;yakuperezg;yakupresidente
nov -2019,";conamoryesperanza;lapazeselcaminodaniel2021
;conamoryesperanza
;unidosenvictorias;lapazeselcaminodaniel2021
;unidosenvictorias
;conamoryesperanza;lapazeselcaminodaniel2021
;conamoryesperanza
;unidosenvictorias"
mar -2020,;lassonuncaserapresidente
oct -2020,;borregodatecuenta;correamafioso;narcorrea;lassopresidente2021
ene -2021,;portadashonduras;noticiashonduras
oct -2020,;lassomiente
jul -2020,;canelpeorquemaduro;noinvitesacanel
ene -2021,;lassonuncaserapresidente;;;jelevision;odiarte;rankingradiodisney;rankingrd;odiarte;rankingradiodisney;rankingrd
dic -2020,;paroindefinido2021
abr -2020,;vacunadosgold;lassoesmoreno
abr -2020,;vacunadosgold;lassoesmoreno
mar -2021,";arauzesleninrealidad
;lassopresidente2021;elecuadordelreencuentro;;"
feb -2021,;vacunadosgold;lassoesmoreno;vacunadosgold
feb -2021,;lassopresidente2021
mar -2021,";morenolasso;lassoesmoreno
;andrésunamanoamiga;marita;munoz;ec;;;labancaoelpais;lasso"
may -2020,;vacunadosgold;lassoesmoreno
oct -2019,;vacunadosgold;vacunadosgold;lassoesmoreno
feb -2021,;ecuador;rafaelcorrea;correa;nicolasmaduro
jun -2020,";quito😡😠
;aquitonoagredesmás
;quitoatento;pachakutik;paronacional🤔
;ecuador
;abrelosojos"
abr -2021,;andresarauz;andrespresidente2021;contigocontodosahora;contigocontodosahora;andresarauzpresidente2021;andresarauz;andresarauz;andresarauzpresidente2021;contigocontodosahora;;labancaoelpais
abr -2021,;oms
dic -2020,;nohaydistancia;covid19;contagios
dic -2020,;abortoporviolacion;abortoporviolacion;abortoporviolacion;abortoporviolacion
oct -2020,;juntoalcomunidad
jul -2020,;correimo;pagalossanduches;correismonuncamas;correimo;pagalossanduches;correismonuncamas;correimo;pagalossanduches;correismonuncamas
ene -2021,;elelegido
may -2020,;elecciones2021ec
sept -2020,;ecuador;arauzpresidente
ene -2021,"arauz;
;eleccionesecuador2021;arauz"
oct -2019,;vacunadosgold;vacunadosvipcushqui;;;lasso;lassomorenonebot;lamismacosason;contigocontodosahora;vaecuadorconarauzyrabascall
nov -2020,"tiktok
;fraudeelectoral;;yaku"
abr -2020,;arauzesmaduroyovotoporlasso
feb -2021,";estamosconyaku
;mivotoserespeta"
mar -2020,";vacunandonospuebloquevence
jornada"
mar -2021,;andresarauz;periodistas;arauz;lasso;romina
abr -2021,;andressiguemintiendo;andressiguemintiendo
mar -2021,;arauzpresidente2021;;;mashirafael
jul -2021,;lassoesunfracasso
mar -2020,;cuenca
feb -2021,";lasso;estamosconyaku
;mivotoserespeta"
oct -2020,;lassoesmoreno
mar -2021,;duránbarba;vacunadosvip;listagold;elpeorgobiernodelahistoria
abr -2021,;alianzadelpacífico;
ene -2020,";voluntadpolítica
;eurorabascall"
sept -2020,;peorgobiernodelahistoria
mar -2020,;andresnomientrasotravez;nomientrasmásandrés;;;olbermisse;andresnomientrasotravez;nomientrasmásandrés;;;ecuarauz;andresnomientrasotravez;nomientrasmásandrés;andresnomientrasotravez;;;compromisorc;andresnomientrasotravez
ene -2021,;lenín2017;lasso2021
ene -2021,;fakenews;;;riccijandro
nov -2021,;loscorruptossiemprefueronellos;elcartelcorreista;loscorruptossiemprefueronellos;;;loscorruptossiemprefueronellos;elcartelcorreista;;loscorruptossiemprefueronellos;loscorruptossiemprefueronellos;elcartelcorreista;;elcartelcorreista;elcartelcorreista;elcartelcorreista;;;elcartelcorreista;elcartelcorreista;losricostambienlloran;losricostambienlloran
sept -2020,;andresnomientasotravez
dic -2020,";ecuador
;eleccionesecuador2021"
feb -2021,;yaku
sept -2020,"gobierno
;compensacionjubilados;;gobierno
;ecuadordelencuentro"
oct -2020,;venezuela
feb -2021,5;;;;elecciones2021ec;eleccionesecuador2021social;ecuadordecide2021lasso;estamosconyaku
oct -2021,;eltelegrafo;eltelegrafo;eltelegrafo;eltelegrafo
feb -2020,;elpautas;;;g;msthrzze
feb -2021,millonarios;lassomiente
may -2020,;lassopresidente2021
abr -2021,;matarife
ago -2020,;vacunadosgold
mar -2020,;leyantiocupas
ene -2021,"
;arauzescorrea;arauzesdivisión;arauzesodio"
nov -2020,;andresnomientrasotravez;;después;todosconlasso
ene -2021,;lassoesmoreno
ene -2021,;vacunadosgold;lassoesmoreno;;todos
abr -2020,;yakupresidente
oct -2019,;lassonuncaserapresidente
ene -2021,;lassopresidente2021;;;ovejitaovejuna;lassopresidente2021;;;fernandoceronv;andresnomientasotravez;;;mashirafael
nov -2020,"
;no"
mar -2020,;eldebuenacunasevacuna;vacunadosgold;lassoesmoreno
abr -2021,;cambio
abr -2020,";peormipatria;vayaalloraratrásdeunchilco;;;dianaatamaint;van4fraudes;yunda;pavón;dignidadrenuncieustedypupilos
sussuplentes
;haranmejortrabajo
;ustednotienecredibilidad;peorgobiernodelahistoria
;noalfraudefueracorruptos"
mar -2020,;lasso
ene -2021,";vicentrarrobadittoraro

;ecuador;guayaquil;quito;arauz;urgente;sanpedro"
mar -2021,;quepasaconlaute;quepasaconlaute;quepasaconlaute
nov -2020,;arauznomientasotravez;arauznomientasotravez
